club_id,club_name,league,manager_name,season,start_date,end_date,fired,mid_season_fire,hire_type,reason
366,Real Valladolid CF,La Liga,Álvaro Rubio,2024/2025,2025-02-17,2025-06-30,False,False,Permanent,inferred
366,Real Valladolid CF,La Liga,Diego Cocca,2024/2025,2024-12-14,2025-02-17,True,True,Permanent,inferred
366,Real Valladolid CF,La Liga,Álvaro Rubio,2024/2025,2024-12-02,2024-12-14,True,True,Permanent,inferred
366,Real Valladolid CF,La Liga,Paulo Pezzolano,2022/2023,2023-04-04,2024-12-01,True,True,Permanent,inferred
366,Real Valladolid CF,La Liga,Pacheta,2021/2022,2021-07-01,2023-04-03,True,True,Permanent,inferred
366,Real Valladolid CF,La Liga,Sergio González,2017/2018,2018-04-10,2021-06-30,False,False,Permanent,inferred
237,RCD Mallorca,La Liga,Jagoba Arrasate,2024/2025,2024-07-01,2026-02-23,True,True,Permanent,inferred
237,RCD Mallorca,La Liga,Javier Aguirre,2021/2022,2022-03-24,2024-06-30,False,False,Permanent,inferred
237,RCD Mallorca,La Liga,Luis García,2020/2021,2020-08-06,2022-03-22,True,True,Permanent,inferred
237,RCD Mallorca,La Liga,Vicente Moreno,2017/2018,2017-07-01,2020-08-03,True,True,Permanent,inferred
331,CA Osasuna,La Liga,Vicente Moreno,2024/2025,2024-07-01,2025-06-30,False,False,Permanent,inferred
331,CA Osasuna,La Liga,Jagoba Arrasate,2018/2019,2018-07-01,2024-06-30,False,False,Permanent,inferred
16795,Granada CF,La Liga,Pacheta,2024/2025,2025-05-14,,False,False,Permanent,inferred
16795,Granada CF,La Liga,Fran Escribá,2024/2025,2024-09-23,2025-05-14,False,False,Permanent,inferred
16795,Granada CF,La Liga,Guillermo Abascal,2024/2025,2024-07-01,2024-09-21,True,True,Permanent,inferred
16795,Granada CF,La Liga,José Ramón Sandoval,2023/2024,2024-03-19,2024-06-30,False,False,Permanent,inferred
16795,Granada CF,La Liga,Alexander Medina,2023/2024,2023-11-27,2024-03-19,True,True,Permanent,inferred
16795,Granada CF,La Liga,Paco López,2022/2023,2022-11-09,2023-11-26,True,True,Permanent,inferred
16795,Granada CF,La Liga,Aitor Karanka,2021/2022,2022-04-18,2022-11-08,True,True,Permanent,inferred
16795,Granada CF,La Liga,Rubén Torrecilla,2021/2022,2022-03-07,2022-04-17,True,True,Permanent,inferred
16795,Granada CF,La Liga,Robert Moreno,2021/2022,2021-07-01,2022-03-06,True,True,Permanent,inferred
16795,Granada CF,La Liga,Diego Martínez,2018/2019,2018-07-01,2021-06-30,False,False,Permanent,inferred
1533,SD Eibar,La Liga,Beñat San José,2024/2025,2025-02-17,,False,False,Permanent,inferred
1533,SD Eibar,La Liga,Joseba Etxeberria,2023/2024,2023-07-01,2025-02-16,True,True,Permanent,inferred
1533,SD Eibar,La Liga,Gaizka Garitano,2021/2022,2021-07-01,2023-06-30,False,False,Permanent,inferred
1533,SD Eibar,La Liga,José Luis Mendilibar,2015/2016,2015-07-01,2021-06-30,False,False,Permanent,inferred
5358,SD Huesca,La Liga,Antonio Hidalgo,2023/2024,2023-10-11,2025-06-30,False,False,Permanent,inferred
5358,SD Huesca,La Liga,Cuco Ziganda,2022/2023,2022-07-01,2023-10-07,True,True,Permanent,inferred
5358,SD Huesca,La Liga,Xisco Muñoz,2021/2022,2021-10-27,2022-06-30,False,False,Permanent,inferred
5358,SD Huesca,La Liga,Ignacio Ambriz,2021/2022,2021-07-01,2021-10-25,True,True,Permanent,inferred
5358,SD Huesca,La Liga,Pacheta,2020/2021,2021-01-12,2021-06-30,False,False,Permanent,inferred
5358,SD Huesca,La Liga,Míchel,2019/2020,2019-07-01,2021-01-12,True,True,Permanent,inferred
2687,Cádiz CF,La Liga,Gaizka Garitano,2024/2025,2024-12-08,2026-03-09,True,True,Permanent,inferred
2687,Cádiz CF,La Liga,Paco López,2024/2025,2024-07-01,2024-12-08,True,True,Permanent,inferred
2687,Cádiz CF,La Liga,Mauricio Pellegrino,2023/2024,2024-01-24,2024-06-30,False,False,Permanent,inferred
2687,Cádiz CF,La Liga,Sergio González,2021/2022,2022-01-11,2024-01-20,True,True,Permanent,inferred
2687,Cádiz CF,La Liga,Álvaro Cervera,2015/2016,2016-04-18,2022-01-11,True,True,Permanent,inferred
1531,Elche CF,La Liga,Eder Sarabia,2024/2025,2024-07-01,,False,False,Permanent,inferred
1531,Elche CF,La Liga,Sebastián Beccacece,2022/2023,2023-03-21,2024-06-30,False,False,Permanent,inferred
1531,Elche CF,La Liga,Pablo Machín,2022/2023,2022-11-17,2023-03-20,True,True,Permanent,inferred
1531,Elche CF,La Liga,Sergio Mantecón,2022/2023,2022-11-07,2022-11-16,True,True,Permanent,inferred
1531,Elche CF,La Liga,Jorge Almirón,2022/2023,2022-10-12,2022-11-07,True,True,Permanent,inferred
1531,Elche CF,La Liga,Alberto Gallego,2022/2023,2022-10-05,2022-10-12,True,True,Permanent,inferred
1531,Elche CF,La Liga,Francisco Rodríguez,2021/2022,2021-11-30,2022-10-04,True,True,Permanent,inferred
1531,Elche CF,La Liga,Pablo Manusovich,2021/2022,2021-11-25,2021-11-29,True,True,Permanent,inferred
1531,Elche CF,La Liga,Sergio Mantecón,2021/2022,2021-11-25,2021-11-29,True,True,Permanent,inferred
1531,Elche CF,La Liga,Fran Escribá,2020/2021,2021-02-14,2021-11-21,True,True,Permanent,inferred
1531,Elche CF,La Liga,Jorge Almirón,2020/2021,2020-08-26,2021-02-12,True,True,Permanent,inferred
1531,Elche CF,La Liga,Pacheta,2017/2018,2018-02-27,2020-08-25,True,True,Permanent,inferred
367,Rayo Vallecano,La Liga,Iñigo Pérez,2023/2024,2024-02-14,,False,False,Permanent,inferred
367,Rayo Vallecano,La Liga,Francisco Rodríguez,2023/2024,2023-07-01,2024-02-13,True,True,Permanent,inferred
367,Rayo Vallecano,La Liga,Andoni Iraola,2020/2021,2020-08-06,2023-06-30,False,False,Permanent,inferred
367,Rayo Vallecano,La Liga,Paco Jémez,2018/2019,2019-03-19,2020-07-31,False,False,Permanent,inferred
12321,Girona FC,La Liga,Míchel,2021/2022,2021-07-09,,False,False,Permanent,inferred
12321,Girona FC,La Liga,Francisco Rodríguez,2020/2021,2020-07-01,2021-06-30,False,False,Permanent,inferred
12321,Girona FC,La Liga,Josep Lluís Martí,2019/2020,2019-10-28,2020-06-30,False,False,Permanent,inferred
12321,Girona FC,La Liga,Juan Carlos Moreno,2019/2020,2019-10-21,2019-10-28,True,True,Permanent,inferred
12321,Girona FC,La Liga,Juan Carlos Unzué,2019/2020,2019-07-01,2019-10-21,True,True,Permanent,inferred
3302,UD Almería,La Liga,Rubi,2024/2025,2024-07-01,,False,False,Permanent,inferred
3302,UD Almería,La Liga,Pepe Mel,2023/2024,2024-03-13,2024-06-30,False,False,Permanent,inferred
3302,UD Almería,La Liga,Gaizka Garitano,2023/2024,2023-10-08,2024-03-13,True,True,Permanent,inferred
3302,UD Almería,La Liga,Alberto Lasarte,2023/2024,2023-09-29,2023-10-08,True,True,Permanent,inferred
3302,UD Almería,La Liga,Vicente Moreno,2023/2024,2023-07-01,2023-09-29,True,True,Permanent,inferred
3302,UD Almería,La Liga,Rubi,2020/2021,2021-04-28,2023-06-30,False,False,Permanent,inferred
3302,UD Almería,La Liga,José Gomes,2020/2021,2020-07-27,2021-04-27,True,True,Permanent,inferred
3302,UD Almería,La Liga,Mário Silva,2019/2020,2020-06-28,2020-07-27,False,False,Permanent,inferred
3302,UD Almería,La Liga,Guti,2019/2020,2019-11-05,2020-06-27,False,False,Permanent,inferred
3302,UD Almería,La Liga,Pedro Emanuel,2019/2020,2019-08-04,2019-11-04,True,True,Permanent,inferred
3302,UD Almería,La Liga,Óscar Fernández,2019/2020,2019-07-01,2019-08-03,True,True,Permanent,inferred
472,UD Las Palmas,La Liga,Diego Martínez,2024/2025,2024-10-08,2025-06-30,False,False,Permanent,inferred
472,UD Las Palmas,La Liga,Luis Carrión,2024/2025,2024-07-01,2024-10-08,True,True,Permanent,inferred
472,UD Las Palmas,La Liga,Xavier García Pimienta,2021/2022,2022-01-24,2024-06-30,False,False,Permanent,inferred
472,UD Las Palmas,La Liga,Pepe Mel,2018/2019,2019-03-05,2022-01-23,True,True,Permanent,inferred
27,Bayern Munich,Bundesliga,Vincent Kompany,2024/2025,2024-07-01,,False,False,Permanent,inferred
27,Bayern Munich,Bundesliga,Thomas Tuchel,2022/2023,2023-03-24,2024-06-30,False,False,Permanent,inferred
27,Bayern Munich,Bundesliga,Julian Nagelsmann,2021/2022,2021-07-01,2023-03-24,True,True,Permanent,inferred
27,Bayern Munich,Bundesliga,Hansi Flick,2019/2020,2019-11-03,2021-06-30,False,False,Permanent,inferred
27,Bayern Munich,Bundesliga,Niko Kovac,2018/2019,2018-07-01,2019-11-03,True,True,Permanent,inferred
16,Borussia Dortmund,Bundesliga,Niko Kovac,2024/2025,2025-02-02,,False,False,Permanent,inferred
16,Borussia Dortmund,Bundesliga,Mike Tullberg,2024/2025,2025-01-22,2025-02-02,True,True,Permanent,inferred
16,Borussia Dortmund,Bundesliga,Nuri Şahin,2024/2025,2024-07-01,2025-01-22,True,True,Permanent,inferred
16,Borussia Dortmund,Bundesliga,Edin Terzic,2022/2023,2022-07-01,2024-06-30,False,False,Permanent,inferred
16,Borussia Dortmund,Bundesliga,Marco Rose,2021/2022,2021-07-01,2022-05-20,False,False,Permanent,inferred
16,Borussia Dortmund,Bundesliga,Edin Terzic,2020/2021,2020-12-29,2021-06-30,False,False,Permanent,inferred
16,Borussia Dortmund,Bundesliga,Edin Terzic,2020/2021,2020-12-13,2020-12-28,True,True,Permanent,inferred
16,Borussia Dortmund,Bundesliga,Lucien Favre,2018/2019,2018-07-01,2020-12-13,True,True,Permanent,inferred
23826,RB Leipzig,Bundesliga,Zsolt Löw,2024/2025,2025-03-30,2025-06-30,False,False,Permanent,inferred
23826,RB Leipzig,Bundesliga,Marco Rose,2022/2023,2022-09-08,2025-03-30,True,True,Permanent,inferred
23826,RB Leipzig,Bundesliga,Domenico Tedesco,2021/2022,2021-12-09,2022-09-07,True,True,Permanent,inferred
23826,RB Leipzig,Bundesliga,Achim Beierlorzer,2021/2022,2021-12-05,2021-12-09,True,True,Permanent,inferred
23826,RB Leipzig,Bundesliga,Jesse Marsch,2021/2022,2021-07-01,2021-12-05,True,True,Permanent,inferred
23826,RB Leipzig,Bundesliga,Julian Nagelsmann,2019/2020,2019-07-01,2021-06-30,False,False,Permanent,inferred
15,Bayer 04 Leverkusen,Bundesliga,Xabi Alonso,2022/2023,2022-10-05,2025-05-31,False,False,Permanent,inferred
15,Bayer 04 Leverkusen,Bundesliga,Gerardo Seoane,2021/2022,2021-07-01,2022-10-05,True,True,Permanent,inferred
15,Bayer 04 Leverkusen,Bundesliga,Hannes Wolf,2020/2021,2021-03-23,2021-06-30,False,False,Permanent,inferred
15,Bayer 04 Leverkusen,Bundesliga,Peter Bosz,2018/2019,2018-12-23,2021-03-23,True,True,Permanent,inferred
18,Borussia Mönchengladbach,Bundesliga,Gerardo Seoane,2022/2023,2023-06-06,2025-09-15,True,True,Permanent,inferred
18,Borussia Mönchengladbach,Bundesliga,Daniel Farke,2022/2023,2022-07-01,2023-06-02,False,False,Permanent,inferred
18,Borussia Mönchengladbach,Bundesliga,Adi Hütter,2021/2022,2021-07-01,2022-06-30,False,False,Permanent,inferred
18,Borussia Mönchengladbach,Bundesliga,Marco Rose,2019/2020,2019-07-01,2021-06-30,False,False,Permanent,inferred
533,TSG 1899 Hoffenheim,Bundesliga,Christian Ilzer,2024/2025,2024-11-15,,False,False,Permanent,inferred
533,TSG 1899 Hoffenheim,Bundesliga,Pellegrino Matarazzo,2022/2023,2023-02-08,2024-11-11,True,True,Permanent,inferred
533,TSG 1899 Hoffenheim,Bundesliga,André Breitenreiter,2022/2023,2022-07-01,2023-02-06,True,True,Permanent,inferred
533,TSG 1899 Hoffenheim,Bundesliga,Sebastian Hoeneß,2020/2021,2020-08-02,2022-06-30,False,False,Permanent,inferred
533,TSG 1899 Hoffenheim,Bundesliga,Marcel Rapp,2019/2020,2020-06-25,2020-06-30,False,False,Permanent,inferred
533,TSG 1899 Hoffenheim,Bundesliga,Matthias Kaltenbach,2019/2020,2020-06-09,2020-06-30,False,False,Permanent,inferred
533,TSG 1899 Hoffenheim,Bundesliga,Marcel Rapp,2019/2020,2020-06-09,2020-06-24,False,False,Permanent,inferred
533,TSG 1899 Hoffenheim,Bundesliga,Alfred Schreuder,2019/2020,2019-07-01,2020-06-09,False,False,Permanent,inferred
33,FC Schalke 04,Bundesliga,Miron Muslic,2024/2025,2025-05-31,,False,False,Permanent,inferred
33,FC Schalke 04,Bundesliga,Jakob Fimpel,2024/2025,2025-05-03,2025-05-30,False,False,Permanent,inferred
33,FC Schalke 04,Bundesliga,Kees van Wonderen,2024/2025,2024-10-06,2025-05-03,False,False,Permanent,inferred
33,FC Schalke 04,Bundesliga,Jakob Fimpel,2024/2025,2024-09-21,2024-10-05,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,Karel Geraerts,2023/2024,2023-10-09,2024-09-21,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,Matthias Kreutzer,2023/2024,2023-09-27,2023-10-08,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,Thomas Reis,2022/2023,2022-10-27,2023-09-27,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,Matthias Kreutzer,2022/2023,2022-10-20,2022-10-26,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,Frank Kramer,2022/2023,2022-07-01,2022-10-19,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,Michael Büskens,2021/2022,2022-03-07,2022-06-30,False,False,Permanent,inferred
33,FC Schalke 04,Bundesliga,Dimitrios Grammozis,2020/2021,2021-03-02,2022-03-06,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,Christian Gross,2020/2021,2020-12-27,2021-02-28,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,Huub Stevens,2020/2021,2020-12-18,2020-12-26,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,Manuel Baum,2020/2021,2020-09-30,2020-12-18,True,True,Permanent,inferred
33,FC Schalke 04,Bundesliga,David Wagner,2019/2020,2019-07-01,2020-09-27,True,True,Permanent,inferred
44,Hertha BSC,Bundesliga,Stefan Leitl,2024/2025,2025-02-17,,False,False,Permanent,inferred
44,Hertha BSC,Bundesliga,Cristian Fiél,2024/2025,2024-07-01,2025-02-16,True,True,Permanent,inferred
44,Hertha BSC,Bundesliga,Pál Dárdai,2022/2023,2023-04-16,2024-06-30,False,False,Permanent,inferred
44,Hertha BSC,Bundesliga,Sandro Schwarz,2022/2023,2022-07-01,2023-04-16,True,True,Permanent,inferred
44,Hertha BSC,Bundesliga,Felix Magath,2021/2022,2022-03-14,2022-06-30,False,False,Permanent,inferred
44,Hertha BSC,Bundesliga,Tayfun Korkut,2021/2022,2021-11-29,2022-03-13,True,True,Permanent,inferred
44,Hertha BSC,Bundesliga,Pál Dárdai,2020/2021,2021-01-25,2021-11-29,True,True,Permanent,inferred
44,Hertha BSC,Bundesliga,Bruno Labbadia,2019/2020,2020-04-09,2021-01-24,True,True,Permanent,inferred
44,Hertha BSC,Bundesliga,Alexander Nouri,2019/2020,2020-02-12,2020-04-08,True,True,Permanent,inferred
44,Hertha BSC,Bundesliga,Jürgen Klinsmann,2019/2020,2019-11-27,2020-02-11,True,True,Permanent,inferred
44,Hertha BSC,Bundesliga,Ante Covic,2019/2020,2019-07-01,2019-11-27,True,True,Permanent,inferred
24,Eintracht Frankfurt,Bundesliga,Dino Toppmöller,2023/2024,2023-07-01,2026-01-18,True,True,Permanent,inferred
24,Eintracht Frankfurt,Bundesliga,Oliver Glasner,2021/2022,2021-07-01,2023-06-30,False,False,Permanent,inferred
24,Eintracht Frankfurt,Bundesliga,Adi Hütter,2018/2019,2018-07-01,2021-06-30,False,False,Permanent,inferred
82,VfL Wolfsburg,Bundesliga,Daniel Bauer,2024/2025,2025-05-04,2025-06-30,False,False,Permanent,inferred
82,VfL Wolfsburg,Bundesliga,Ralph Hasenhüttl,2023/2024,2024-03-17,2025-05-04,False,False,Permanent,inferred
82,VfL Wolfsburg,Bundesliga,Niko Kovac,2022/2023,2022-07-01,2024-03-17,True,True,Permanent,inferred
82,VfL Wolfsburg,Bundesliga,Florian Kohfeldt,2021/2022,2021-10-26,2022-05-15,False,False,Permanent,inferred
82,VfL Wolfsburg,Bundesliga,Michael Frontzeck,2021/2022,2021-10-24,2021-10-26,True,True,Permanent,inferred
82,VfL Wolfsburg,Bundesliga,Mark van Bommel,2021/2022,2021-07-01,2021-10-24,True,True,Permanent,inferred
82,VfL Wolfsburg,Bundesliga,Oliver Glasner,2019/2020,2019-07-01,2021-06-30,False,False,Permanent,inferred
86,SV Werder Bremen,Bundesliga,Ole Werner,2021/2022,2021-11-28,2025-05-27,False,False,Permanent,inferred
86,SV Werder Bremen,Bundesliga,Christian Brand,2021/2022,2021-11-23,2021-11-27,True,True,Permanent,inferred
86,SV Werder Bremen,Bundesliga,Danijel Zenkovic,2021/2022,2021-11-20,2021-11-27,True,True,Permanent,inferred
86,SV Werder Bremen,Bundesliga,Markus Anfang,2020/2021,2021-06-01,2021-11-19,True,True,Permanent,inferred
86,SV Werder Bremen,Bundesliga,Thomas Schaaf,2020/2021,2021-05-16,2021-05-31,False,False,Permanent,inferred
86,SV Werder Bremen,Bundesliga,Florian Kohfeldt,2017/2018,2017-11-10,2021-05-16,False,False,Permanent,inferred
60,SC Freiburg,Bundesliga,Julian Schuster,2024/2025,2024-07-01,,False,False,Permanent,inferred
60,SC Freiburg,Bundesliga,Christian Streich,2011/2012,2011-12-29,2024-06-30,False,False,Permanent,inferred
39,1.FSV Mainz 05,Bundesliga,Bo Henriksen,2023/2024,2024-02-13,2025-12-03,True,True,Permanent,inferred
39,1.FSV Mainz 05,Bundesliga,Jan Siewert,2023/2024,2023-12-22,2024-02-12,True,True,Permanent,inferred
39,1.FSV Mainz 05,Bundesliga,Jan Siewert,2023/2024,2023-11-03,2023-12-21,True,True,Permanent,inferred
39,1.FSV Mainz 05,Bundesliga,Bo Svensson,2020/2021,2021-01-04,2023-11-02,True,True,Permanent,inferred
39,1.FSV Mainz 05,Bundesliga,Jan Siewert,2020/2021,2020-12-28,2021-01-03,True,True,Permanent,inferred
39,1.FSV Mainz 05,Bundesliga,Jan-Moritz Lichte,2020/2021,2020-09-28,2020-12-28,True,True,Permanent,inferred
39,1.FSV Mainz 05,Bundesliga,Achim Beierlorzer,2019/2020,2019-11-18,2020-09-28,True,True,Permanent,inferred
39,1.FSV Mainz 05,Bundesliga,Jan-Moritz Lichte,2019/2020,2019-11-10,2019-11-18,True,True,Permanent,inferred
39,1.FSV Mainz 05,Bundesliga,Sandro Schwarz,2017/2018,2017-07-01,2019-11-10,True,True,Permanent,inferred
167,FC Augsburg,Bundesliga,Jess Thorup,2023/2024,2023-10-15,2025-05-23,False,False,Permanent,inferred
167,FC Augsburg,Bundesliga,Enrico Maaßen,2022/2023,2022-07-01,2023-10-09,True,True,Permanent,inferred
167,FC Augsburg,Bundesliga,Markus Weinzierl,2020/2021,2021-04-26,2022-06-30,False,False,Permanent,inferred
167,FC Augsburg,Bundesliga,Heiko Herrlich,2019/2020,2020-03-10,2021-04-26,True,True,Permanent,inferred
167,FC Augsburg,Bundesliga,Martin Schmidt,2018/2019,2019-04-09,2020-03-09,True,True,Permanent,inferred
3,1.FC Köln,Bundesliga,Friedhelm Funkel,2024/2025,2025-05-05,2025-06-30,False,False,Permanent,inferred
3,1.FC Köln,Bundesliga,Gerhard Struber,2024/2025,2024-07-01,2025-05-05,False,False,Permanent,inferred
3,1.FC Köln,Bundesliga,Timo Schultz,2023/2024,2024-01-04,2024-06-30,False,False,Permanent,inferred
3,1.FC Köln,Bundesliga,Steffen Baumgart,2021/2022,2021-07-01,2023-12-31,True,True,Permanent,inferred
3,1.FC Köln,Bundesliga,Friedhelm Funkel,2020/2021,2021-04-12,2021-06-30,False,False,Permanent,inferred
3,1.FC Köln,Bundesliga,Markus Gisdol,2019/2020,2019-11-19,2021-04-11,True,True,Permanent,inferred
3,1.FC Köln,Bundesliga,André Pawlak,2019/2020,2019-11-10,2019-11-18,True,True,Permanent,inferred
3,1.FC Köln,Bundesliga,Manfred Schmid,2019/2020,2019-11-09,2019-11-18,True,True,Permanent,inferred
3,1.FC Köln,Bundesliga,Achim Beierlorzer,2019/2020,2019-07-01,2019-11-09,True,True,Permanent,inferred
38,Fortuna Düsseldorf,Bundesliga,Daniel Thioune,2021/2022,2022-02-08,2025-10-06,True,True,Permanent,inferred
38,Fortuna Düsseldorf,Bundesliga,Christian Preußer,2021/2022,2021-07-01,2022-02-07,True,True,Permanent,inferred
38,Fortuna Düsseldorf,Bundesliga,Uwe Rösler,2019/2020,2020-01-29,2021-06-30,False,False,Permanent,inferred
38,Fortuna Düsseldorf,Bundesliga,Friedhelm Funkel,2015/2016,2016-03-14,2020-01-29,True,True,Permanent,inferred
89,1.FC Union Berlin,Bundesliga,Steffen Baumgart,2024/2025,2025-01-02,,False,False,Permanent,inferred
89,1.FC Union Berlin,Bundesliga,Bo Svensson,2024/2025,2024-07-01,2024-12-27,True,True,Permanent,inferred
89,1.FC Union Berlin,Bundesliga,Marco Grote,2023/2024,2024-05-06,2024-06-30,False,False,Permanent,inferred
89,1.FC Union Berlin,Bundesliga,Nenad Bjelica,2023/2024,2023-11-27,2024-05-06,False,False,Permanent,inferred
